,hits,date,keyword,geo,time,gprop,category
353,2,2/1/2014,Bitcoin,IN,all,web,0
354,1,3/1/2014,Bitcoin,IN,all,web,0
355,1,4/1/2014,Bitcoin,IN,all,web,0
356,1,5/1/2014,Bitcoin,IN,all,web,0
357,1,6/1/2014,Bitcoin,IN,all,web,0
358,1,7/1/2014,Bitcoin,IN,all,web,0
359,1,8/1/2014,Bitcoin,IN,all,web,0
360,1,9/1/2014,Bitcoin,IN,all,web,0
361,1,10/1/2014,Bitcoin,IN,all,web,0
362,1,11/1/2014,Bitcoin,IN,all,web,0
363,1,12/1/2014,Bitcoin,IN,all,web,0
364,1,1/1/2015,Bitcoin,IN,all,web,0
365,1,2/1/2015,Bitcoin,IN,all,web,0
366,1,3/1/2015,Bitcoin,IN,all,web,0
367,1,4/1/2015,Bitcoin,IN,all,web,0
368,1,5/1/2015,Bitcoin,IN,all,web,0
369,1,6/1/2015,Bitcoin,IN,all,web,0
370,1,7/1/2015,Bitcoin,IN,all,web,0
371,1,8/1/2015,Bitcoin,IN,all,web,0
372,1,9/1/2015,Bitcoin,IN,all,web,0
373,1,10/1/2015,Bitcoin,IN,all,web,0
374,1,11/1/2015,Bitcoin,IN,all,web,0
375,1,12/1/2015,Bitcoin,IN,all,web,0
376,1,1/1/2016,Bitcoin,IN,all,web,0
377,1,2/1/2016,Bitcoin,IN,all,web,0
378,1,3/1/2016,Bitcoin,IN,all,web,0
379,1,4/1/2016,Bitcoin,IN,all,web,0
380,2,5/1/2016,Bitcoin,IN,all,web,0
381,2,6/1/2016,Bitcoin,IN,all,web,0
382,2,7/1/2016,Bitcoin,IN,all,web,0
383,2,8/1/2016,Bitcoin,IN,all,web,0
384,2,9/1/2016,Bitcoin,IN,all,web,0
385,2,10/1/2016,Bitcoin,IN,all,web,0
386,3,11/1/2016,Bitcoin,IN,all,web,0
387,2,12/1/2016,Bitcoin,IN,all,web,0
388,3,1/1/2017,Bitcoin,IN,all,web,0
389,4,2/1/2017,Bitcoin,IN,all,web,0
390,6,3/1/2017,Bitcoin,IN,all,web,0
391,4,4/1/2017,Bitcoin,IN,all,web,0
392,11,5/1/2017,Bitcoin,IN,all,web,0
393,8,6/1/2017,Bitcoin,IN,all,web,0
394,8,7/1/2017,Bitcoin,IN,all,web,0
395,13,8/1/2017,Bitcoin,IN,all,web,0
396,17,9/1/2017,Bitcoin,IN,all,web,0
397,15,10/1/2017,Bitcoin,IN,all,web,0
398,27,11/1/2017,Bitcoin,IN,all,web,0
399,59,12/1/2017,Bitcoin,IN,all,web,0
400,29,1/1/2018,Bitcoin,IN,all,web,0
401,20,2/1/2018,Bitcoin,IN,all,web,0
402,10,3/1/2018,Bitcoin,IN,all,web,0
403,9,4/1/2018,Bitcoin,IN,all,web,0
404,6,5/1/2018,Bitcoin,IN,all,web,0
405,5,6/1/2018,Bitcoin,IN,all,web,0
406,5,7/1/2018,Bitcoin,IN,all,web,0
407,4,8/1/2018,Bitcoin,IN,all,web,0
408,4,9/1/2018,Bitcoin,IN,all,web,0
409,4,10/1/2018,Bitcoin,IN,all,web,0
410,4,11/1/2018,Bitcoin,IN,all,web,0
411,4,12/1/2018,Bitcoin,IN,all,web,0
412,3,1/1/2019,Bitcoin,IN,all,web,0
413,3,2/1/2019,Bitcoin,IN,all,web,0
414,2,3/1/2019,Bitcoin,IN,all,web,0
415,3,4/1/2019,Bitcoin,IN,all,web,0
416,5,5/1/2019,Bitcoin,IN,all,web,0
417,5,6/1/2019,Bitcoin,IN,all,web,0
418,5,7/1/2019,Bitcoin,IN,all,web,0
419,4,8/1/2019,Bitcoin,IN,all,web,0
420,4,9/1/2019,Bitcoin,IN,all,web,0
